ConditionalTree,M5P,Cubist,SVMR,LARS,MARS
0.091842105,0.02880176,-0.023911653,-0.064840098,0.025542874,-0.009534079
0.111842105,0.04880176,0.017088315,-0.010528398,0.075328384,0.055853383
-0.038157895,-0.10119824,-0.060911658,-0.029078967,0.027817962,-0.023820947
0.061842105,-0.00119824,-0.004911628,-0.006666323,0.06593043,0.076179053
0.015753333,-0.082974945,0.012341404,-0.178758462,-0.173881601,-0.038348585
-0.156666667,-0.042974945,0.052341404,-0.14459282,-0.239336102,-0.113041049
0.005753333,-0.092974945,0.002341404,-0.164884114,-0.191853597,-0.048348585
-0.125,-0.102974945,-0.007658596,-0.219191056,-0.176911267,-0.058348585
-0.014246667,-0.112974945,-0.017658596,-0.207418765,-0.27448077,-0.150880691
0.003970588,0.317025055,-0.019232047,0.076362857,-0.001189433,0.108359268
-0.034246667,-0.132974945,-0.037658596,-0.14868287,-0.207600742,-0.088348585
-0.014246667,-0.112974945,-0.017658596,-0.108305898,-0.175053078,-0.068348585
0.03031,-0.019603409,0.006180751,0.036423688,-0.009513917,-0.003947507
0.046666667,0.170396591,0.182180753,-0.049163628,0.075031582,0.07170263
-0.04969,-0.099603409,-0.065819232,0.016051609,-0.060270559,-0.083947507
0.03031,-0.019603409,0.006180751,0.048138302,-0.013544122,-0.003947507
0.05031,0.000396591,0.026180751,0.053868423,0.002514087,0.016052493
0.046,0.250396591,0.016263343,-0.005208045,0.047243199,0.029083971
-0.02969,-0.079603409,-0.053819249,0.032692157,-0.064803858,-0.063947507
0.023970588,0.250396591,0.020827599,-0.0231168,0.033178251,0.01351696
-0.01969,-0.069603409,-0.043819249,0.01755567,-0.030685394,-0.053947507
0.02031,-0.029603409,-0.003819249,-0.052596013,-0.04951104,-0.013947507
-0.02,-0.056416681,-0.001999991,0.058629704,-0.128701273,-0.072211106
0.021025641,0.323583319,0.02673279,0.10197991,0.047867398,0.073285387
0.04,0.003583319,-0.005000014,-0.07747277,-0.129488887,-0.093640721
-0.05,-0.086416681,0.019999995,0.065884611,-0.111286432,-0.102211106
0.003970588,0.323583319,0.004247832,0.163085201,0.03380245,0.057880309
-0.05,-0.086416681,0.010999992,0.02431335,-0.120061195,-0.102211106
-0.006666667,-0.043083348,0.001333352,-0.107749182,-0.145332869,-0.058877773
0.055384615,-0.004849975,0.063000014,0.044015927,0.162673552,0.003416932
-0.034615385,-0.094849975,-0.013999975,-0.040675961,0.091060405,-0.086583068
-0.004615385,-0.064849975,0.013999991,-0.023385614,0.117195165,-0.056583068
0.005384615,-0.054849975,0.05500001,0.038040363,0.160088393,-0.046583068
0.255833333,0.305150025,0.228000003,0.189403993,0.268930662,0.093542593
-0.044615385,-0.104849975,-0.007000015,-0.011936809,0.104375515,-0.096583068
-0.074615385,-0.134849975,-0.041000023,-0.03214513,0.060752628,-0.126583068
-0.062,-0.054849975,-0.000999985,0.007007806,0.092487983,-0.046583068
0.045384615,0.010788206,0.046600025,0.010689822,0.167838071,0.03398918
0.085384615,0.050788206,0.079600055,0.031876604,0.198026516,0.07398918
0.224,0.350788206,0.213600047,0.150861866,0.294595187,0.153808438
-0.024615385,-0.059211794,-0.017399933,-0.053841571,0.10641337,-0.03601082
0.155384615,0.120788206,0.135600057,0.141759809,0.247643255,0.14398918
-0.024615385,-0.059211794,-0.012399938,0.051498896,0.114808405,-0.03601082
0.0575,0.100788206,0.08760006,0.031371937,0.187238902,0.04753304
0.035384615,0.000788206,0.071600051,0.06319313,0.195441357,0.02398918
-0.014615385,-0.049211794,0.009600027,-0.034128882,0.13972848,-0.02601082
0.035384615,0.000788206,0.056600065,0.022699973,0.185490221,0.02398918
-0.036077778,-0.145521316,-0.015816929,-0.168872922,-0.219045321,-0.109069235
0.083922222,-0.025521316,0.028183095,0.133041555,-0.136260674,0.010930765
-0.036077778,-0.145521316,0.00118309,-0.087544587,-0.231318344,-0.109069235
-0.026077778,-0.135521316,-0.04281693,-0.109019178,-0.200685392,-0.099069235
-0.036077778,-0.145521316,-0.018816891,-0.050258882,-0.230021156,-0.109069235
